Rank,Player,Fantasy Points,Fantasy Points/Game,Receptions (Advanced),Targets (Advanced),Target Share %,Catchable Targets,Drops,Receiving Yards (Advanced),Yards/Reception (Advanced),Yards Before Catch,Yards Before Catch/Reception,Yards After Catch,Yards After Catch/Reception,Yards After Contact,Yards After Contact/Reception,Broken Tackles,Receiving TD (Basic),Receptions 10+ Yards,Receptions 20+ Yards,Receptions 30+ Yards,Receptions 40+ Yards,Receptions 50+ Yards,Red Zone Targets,routes_run,yprr,TPRR,Fumbles Lost,redzone_touches,goal_line_touches,Games Played (Advanced),Year,Position,posteam,player_id,player_name,targets,yac
16.0,Tyler Conklin (LAC),138.3,8.1,61.0,87.0,15.1%,64.0,3.0,593,9.7,266.0,4.4,327.0,5.4,63.0,1.0,0.0,3.0,23.0,4.0,2.0,1.0,0.0,16.0,87.0,6.816091954022989,1.0,0.0,16.0,3.0,17.0,2021,TE,MIN,00-0034270,T.Conklin,87.0,326.0
17.0,Darren Waller (MIA),133.5,12.1,55.0,93.0,15.4%,60.0,5.0,665,12.1,423.0,7.7,242.0,4.4,80.0,1.5,3.0,2.0,27.0,13.0,2.0,0.0,0.0,13.0,105.0,7.057142857142857,1.0,0.0,18.0,2.0,11.0,2021,TE,LV,00-0031610,D.Waller,105.0,258.0
18.0,Jared Cook (FA),132.4,8.3,48.0,83.0,12.6%,56.0,6.0,564,11.8,326.0,6.8,238.0,5.0,62.0,1.3,0.0,4.0,28.0,7.0,1.0,1.0,0.0,13.0,85.0,6.635294117647059,0.976470588235294,0.0,15.0,6.0,16.0,2021,TE,LAC,00-0027061,J.Cook,83.0,238.0
19.0,C.J. Uzomah (FA),128.3,8.0,49.0,63.0,11.7%,54.0,4.0,493,10.1,193.0,3.9,300.0,6.1,108.0,2.2,5.0,5.0,17.0,7.0,4.0,1.0,1.0,7.0,81.0,7.888888888888889,1.0,0.0,10.0,2.0,16.0,2021,TE,CIN,00-0032134,C.Uzomah,81.0,380.0
20.0,Cole Kmet (CHI),121.2,7.1,60.0,93.0,17.7%,67.0,5.0,612,10.2,366.0,6.1,246.0,4.1,97.0,1.6,4.0,0.0,31.0,7.0,0.0,0.0,0.0,12.0,93.0,6.580645161290323,1.0,0.0,15.0,2.0,17.0,2021,TE,CHI,00-0036290,C.Kmet,93.0,246.0
21.0,Gerald Everett (FA),117.8,7.9,48.0,63.0,13.2%,51.0,3.0,478,10.0,229.0,4.8,249.0,5.2,108.0,2.3,9.0,4.0,19.0,5.0,2.0,1.0,0.0,8.0,63.0,7.587301587301587,1.0,2.0,8.0,4.0,15.0,2021,TE,SEA,00-0033895,G.Everett,63.0,249.0
22.0,David Njoku (CLE),107.6,7.2,36.0,53.0,10.6%,39.0,2.0,475,13.2,228.0,6.3,247.0,6.9,106.0,2.9,2.0,4.0,15.0,8.0,4.0,2.0,1.0,8.0,53.0,8.962264150943396,1.0,0.0,9.0,4.0,15.0,2021,TE,CLE,00-0033885,D.Njoku,53.0,247.0
23.0,Evan Engram (DEN),102.5,6.8,46.0,73.0,12.9%,53.0,6.0,408,8.9,225.0,4.9,183.0,4.0,33.0,0.7,0.0,3.0,16.0,2.0,1.0,0.0,0.0,4.0,73.0,5.589041095890411,1.0,1.0,6.0,3.0,15.0,2021,TE,NYG,00-0033881,E.Engram,73.0,185.0
24.0,Austin Hooper (NE),92.5,6.2,38.0,61.0,12.2%,44.0,6.0,345,9.1,160.0,4.2,185.0,4.9,35.0,0.9,1.0,3.0,13.0,4.0,1.0,0.0,0.0,11.0,62.0,5.564516129032258,0.9838709677419356,0.0,13.0,4.0,15.0,2021,TE,CLE,00-0032392,A.Hooper,61.0,185.0
25.0,Foster Moreau (NO),85.3,5.7,30.0,44.0,7.3%,35.0,4.0,373,12.4,184.0,6.1,189.0,6.3,63.0,2.1,2.0,3.0,16.0,6.0,2.0,1.0,0.0,5.0,47.0,7.936170212765957,1.0,0.0,8.0,0.0,15.0,2021,TE,LV,00-0034981,F.Moreau,47.0,189.0
