Rank,Player,Fantasy Points,Fantasy Points/Game,Receptions (Advanced),Targets (Advanced),Target Share %,Catchable Targets,Drops,Receiving Yards (Advanced),Yards/Reception (Advanced),Yards Before Catch,Yards Before Catch/Reception,Yards After Catch,Yards After Catch/Reception,Yards After Contact,Yards After Contact/Reception,Broken Tackles,Receiving TD (Basic),Receptions 10+ Yards,Receptions 20+ Yards,Receptions 30+ Yards,Receptions 40+ Yards,Receptions 50+ Yards,Red Zone Targets,routes_run,yprr,TPRR,Fumbles Lost,redzone_touches,goal_line_touches,Games Played (Advanced),Year,Position,posteam,player_id,player_name,targets,yac
13.0,Greg Olsen (FA),123.7,8.8,52.0,82.0,13.7%,57.0,3.0,597,11.5,396.0,7.6,201.0,3.9,42.0,0.8,2.0,2.0,24.0,6.0,2.0,1.0,0.0,12.0,83,7.192771084337349,0.9879518072289156,0.0,15,5,14.0,2019,TE,CAR,00-0025418,G.Olsen,82,201
14.0,Kyle Rudolph (FA),113.7,7.1,39.0,48.0,10.9%,39.0,0.0,367,9.4,177.0,4.5,190.0,4.9,52.0,1.3,1.0,6.0,16.0,3.0,1.0,0.0,0.0,11.0,59,6.813559322033898,0.9830508474576272,0.0,14,7,16.0,2019,TE,MIN,00-0027981,K.Rudolph,58,210
15.0,Jack Doyle (FA),111.8,7.0,43.0,72.0,14.8%,47.0,3.0,448,10.4,232.0,5.4,216.0,5.0,45.0,1.0,0.0,4.0,21.0,4.0,0.0,0.0,0.0,13.0,73,6.136986301369863,0.9863013698630136,0.0,15,5,16.0,2019,TE,IND,00-0030181,J.Doyle,72,216
16.0,Noah Fant (CIN),111.0,6.9,40.0,66.0,13.7%,46.0,5.0,562,14.1,232.0,5.8,330.0,8.3,125.0,3.1,3.0,3.0,21.0,10.0,4.0,3.0,1.0,9.0,66,8.515151515151516,1.0,1.0,9,4,16.0,2019,TE,DEN,00-0035644,N.Fant,66,330
17.0,Darren Fells (FA),110.1,6.9,34.0,48.0,9.3%,39.0,3.0,341,10.0,173.0,5.1,168.0,4.9,59.0,1.7,2.0,7.0,16.0,2.0,0.0,0.0,0.0,12.0,60,6.666666666666667,1.0,0.0,14,3,16.0,2019,TE,HOU,00-0029738,D.Fells,60,194
18.0,Evan Engram (DEN),109.4,13.7,44.0,68.0,11.6%,54.0,3.0,467,10.6,215.0,4.9,252.0,5.7,89.0,2.0,2.0,3.0,17.0,4.0,3.0,1.0,1.0,9.0,68,6.867647058823529,1.0,0.0,11,3,8.0,2019,TE,NYG,00-0033881,E.Engram,68,252
19.0,Tyler Eifert (FA),106.6,6.7,43.0,63.0,10.7%,48.0,5.0,436,10.1,312.0,7.3,124.0,2.9,23.0,0.5,1.0,3.0,18.0,4.0,0.0,0.0,0.0,9.0,64,6.8125,0.984375,0.0,10,4,16.0,2019,TE,CIN,00-0030549,T.Eifert,63,112
20.0,Jonnu Smith (PIT),104.7,6.5,35.0,44.0,10.3%,37.0,2.0,439,12.5,166.0,4.7,273.0,7.8,150.0,4.3,6.0,3.0,14.0,8.0,3.0,2.0,1.0,6.0,53,9.39622641509434,1.0,0.0,9,1,16.0,2019,TE,TEN,00-0033858,J.Smith,53,300
21.0,Jimmy Graham (FA),100.7,6.3,38.0,60.0,11.1%,40.0,2.0,447,11.8,204.0,5.4,243.0,6.4,78.0,2.1,2.0,3.0,17.0,7.0,1.0,1.0,0.0,10.0,69,8.043478260869565,1.0,0.0,10,3,16.0,2019,TE,GB,00-0027696,J.Graham,69,294
22.0,Ryan Griffin (FA),98.0,7.5,34.0,41.0,8.3%,36.0,2.0,320,9.4,138.0,4.1,182.0,5.4,57.0,1.7,2.0,5.0,14.0,4.0,1.0,1.0,0.0,6.0,43,7.441860465116279,0.9534883720930232,0.0,3,2,13.0,2019,TE,NYJ,00-0029665,R.Griffin,41,182
23.0,Jacob Hollister (FA),93.9,8.5,41.0,59.0,11.9%,42.0,1.0,349,8.5,180.0,4.4,169.0,4.1,31.0,0.8,3.0,3.0,14.0,3.0,0.0,0.0,0.0,11.0,69,5.971014492753623,1.0,0.0,13,4,11.0,2019,TE,SEA,00-0033387,J.Hollister,69,192
24.0,Cameron Brate (FA),91.1,5.7,36.0,55.0,9.1%,40.0,2.0,311,8.6,221.0,6.1,90.0,2.5,50.0,1.4,1.0,4.0,14.0,1.0,1.0,0.0,0.0,7.0,55,5.654545454545454,1.0,0.0,7,2,16.0,2019,TE,TB,00-0031273,C.Brate,55,90
25.0,Jordan Akins (FA),89.8,5.6,36.0,55.0,10.6%,40.0,4.0,418,11.6,172.0,4.8,246.0,6.8,116.0,3.2,6.0,2.0,19.0,4.0,1.0,1.0,1.0,6.0,55,7.6,1.0,0.0,6,1,16.0,2019,TE,HOU,00-0034364,J.Akins,55,246
