Rank,Player,Fantasy Points,Fantasy Points/Game,Receptions (Advanced),Targets (Advanced),Target Share %,Catchable Targets,Drops,Receiving Yards (Advanced),Yards/Reception (Advanced),Yards Before Catch,Yards Before Catch/Reception,Yards After Catch,Yards After Catch/Reception,Yards After Contact,Yards After Contact/Reception,Broken Tackles,Receiving TD (Basic),Receptions 10+ Yards,Receptions 20+ Yards,Receptions 30+ Yards,Receptions 40+ Yards,Receptions 50+ Yards,Red Zone Targets,routes_run,yprr,TPRR,Fumbles Lost,redzone_touches,goal_line_touches,Games Played (Advanced),Year,Position,posteam,player_id,player_name,targets,yac
10.0,Jason Witten (FA),164.3,10.3,77.0,104.0,20.0%,151.0,0.0,713,9.3,483.0,6.3,230.0,3.0,79.0,1.0,2.0,3.0,27.0,3.0,1.0,0.0,0.0,13.0,104,6.855769230769231,1.0,1.0,13,4,16.0,2015,TE,DAL,00-0022127,J.Witten,104,230
11.0,Richard Rodgers (FA),160.1,10.0,58.0,85.0,15.0%,113.0,2.0,510,8.8,292.0,5.0,218.0,3.8,77.0,1.3,5.0,8.0,18.0,5.0,1.0,1.0,1.0,14.0,98,5.938775510204081,0.9897959183673468,0.0,16,8,16.0,2015,TE,GB,00-0031384,R.Rodgers,97,250
12.0,Antonio Gates (FA),149.0,13.5,56.0,85.0,12.9%,115.0,4.0,630,11.3,391.0,7.0,239.0,4.3,56.0,1.0,1.0,5.0,29.0,2.0,3.0,1.0,0.0,13.0,85,7.411764705882353,1.0,0.0,13,1,11.0,2015,TE,LAC,00-0021547,A.Gates,85,239
13.0,Jacob Tamme (FA),130.7,8.7,59.0,81.0,13.1%,117.0,3.0,657,11.1,461.0,7.8,196.0,3.3,74.0,1.3,6.0,1.0,27.0,5.0,2.0,1.0,0.0,5.0,81,8.11111111111111,1.0,0.0,8,1,15.0,2015,TE,ATL,00-0026267,J.Tamme,81,196
14.0,Eric Ebron (FA),130.7,9.3,47.0,70.0,11.3%,101.0,8.0,537,11.4,246.0,5.2,291.0,6.2,81.0,1.7,2.0,5.0,20.0,3.0,2.0,2.0,1.0,8.0,70,7.671428571428572,1.0,0.0,8,2,14.0,2015,TE,DET,00-0031387,E.Ebron,70,291
15.0,Kyle Rudolph (FA),128.5,8.0,49.0,73.0,16.5%,92.0,2.0,495,10.1,302.0,6.2,193.0,3.9,65.0,1.3,3.0,5.0,18.0,2.0,2.0,1.0,0.0,10.0,74,7.013513513513513,1.0,0.0,11,5,16.0,2015,TE,MIN,00-0027981,K.Rudolph,74,219
16.0,Heath Miller (FA),127.7,8.5,60.0,81.0,13.9%,120.0,1.0,535,8.9,323.0,5.4,212.0,3.5,44.0,0.7,1.0,2.0,20.0,5.0,0.0,0.0,0.0,13.0,88,6.238636363636363,0.9886363636363636,0.0,15,4,15.0,2015,TE,PIT,00-0023465,H.Miller,87,217
17.0,Coby Fleener (FA),123.1,7.7,54.0,84.0,13.9%,111.0,4.0,491,9.1,313.0,5.8,178.0,3.3,44.0,0.8,0.0,3.0,16.0,3.0,1.0,1.0,1.0,11.0,85,5.776470588235294,0.9882352941176472,0.0,12,3,16.0,2015,TE,IND,00-0029697,C.Fleener,84,178
18.0,Charles Clay (FA),121.8,9.4,51.0,77.0,16.7%,103.0,5.0,528,10.4,291.0,5.7,237.0,4.6,66.0,1.3,7.0,3.0,18.0,8.0,1.0,1.0,0.0,3.0,77,6.857142857142857,1.0,0.0,3,0,13.0,2015,TE,BUF,00-0028112,C.Clay,77,237
19.0,Julius Thomas (FA),121.5,10.1,46.0,80.0,13.3%,97.0,8.0,455,9.9,310.0,6.7,145.0,3.2,36.0,0.8,1.0,5.0,16.0,3.0,2.0,0.0,0.0,9.0,82,5.548780487804878,0.975609756097561,0.0,11,6,12.0,2015,TE,JAX,00-0028067,J.Thomas,80,145
20.0,Jimmy Graham (FA),120.5,11.0,48.0,74.0,15.7%,97.0,2.0,605,12.6,385.0,8.0,220.0,4.6,94.0,2.0,3.0,2.0,22.0,7.0,4.0,1.0,0.0,8.0,75,8.066666666666666,0.9866666666666668,0.0,10,2,11.0,2015,TE,SEA,00-0027696,J.Graham,74,220
21.0,Owen Daniels (FA),115.7,7.2,46.0,77.0,12.7%,97.0,6.0,517,11.2,248.0,5.4,269.0,5.8,59.0,1.3,2.0,3.0,22.0,3.0,3.0,0.0,0.0,10.0,85,6.8,1.0,0.0,13,2,16.0,2015,TE,DEN,00-0024313,O.Daniels,85,281
22.0,Martellus Bennett (FA),114.9,10.4,53.0,80.0,15.4%,103.0,4.0,439,8.3,215.0,4.1,224.0,4.2,81.0,1.5,3.0,3.0,15.0,5.0,0.0,0.0,0.0,8.0,80,5.4875,1.0,0.0,9,4,11.0,2015,TE,CHI,00-0026201,M.Bennett,80,228
23.0,Zach Miller (FA),107.9,7.2,34.0,46.0,8.9%,66.0,0.0,439,12.9,217.0,6.4,222.0,6.5,145.0,4.3,4.0,5.0,15.0,5.0,2.0,1.0,1.0,6.0,46,9.543478260869565,1.0,0.0,6,2,15.0,2015,TE,CHI,00-0027125,Z.Miller,46,222
24.0,Ladarius Green (FA),107.9,8.3,37.0,63.0,9.6%,79.0,5.0,429,11.6,207.0,5.6,222.0,6.0,52.0,1.4,2.0,4.0,19.0,4.0,1.0,0.0,0.0,8.0,65,6.6,0.9692307692307692,0.0,10,2,13.0,2015,TE,LAC,00-0029275,L.Green,63,222
25.0,Will Tye (FA),104.4,8.0,42.0,62.0,10.1%,88.0,5.0,464,11.0,270.0,6.4,194.0,4.6,68.0,1.6,2.0,3.0,17.0,3.0,2.0,1.0,0.0,10.0,62,7.483870967741935,1.0,1.0,11,3,13.0,2015,TE,NYG,00-0032004,W.Tye,62,194
