Rank,Player,Fantasy Points,Fantasy Points/Game,Receptions (Advanced),Targets (Advanced),Target Share %,Catchable Targets,Drops,Receiving Yards (Advanced),Yards/Reception (Advanced),Yards Before Catch,Yards Before Catch/Reception,Yards After Catch,Yards After Catch/Reception,Yards After Contact,Yards After Contact/Reception,Broken Tackles,Receiving TD (Basic),Receptions 10+ Yards,Receptions 20+ Yards,Receptions 30+ Yards,Receptions 40+ Yards,Red Zone Targets,routes_run,yprr,TPRR,redzone_touches,goal_line_touches,Games Played (Advanced),Year,Position,posteam,player_id,player_name,targets,yac,Player_Opps,Team_Opps,opportunity_share,VORP,FantasyPointsPerTouch,PointsPerOpportunity,BreakoutIndicator
6.0,Austin Hooper (NE),163.0,10.2,71.0,88.0,14.6%,75.0,4.0,660,9.3,423.0,6.0,237.0,3.3,56.0,0.8,4.0,4.0,24.0,7.0,3.0,0.0,6.0,90.0,7.333333333333333,0.9777777777777776,15.0,7.0,16.0,2018,TE,ATL,00-0032392,A.Hooper,88.0,237.0,88.0,88.0,1.0,32.400000000000006,2.295774647887324,1.8522727272727273,0
8.0,Tyler Higbee (LAR),160.4,10.7,69.0,89.0,14.5%,71.0,2.0,734,10.6,338.0,4.9,396.0,5.7,87.0,1.3,5.0,3.0,29.0,11.0,2.0,0.0,19.0,89.0,8.247191011235955,1.0,19.0,6.0,15.0,2019,TE,LA,00-0033110,T.Higbee,89.0,390.0,89.0,89.0,1.0,24.40000000000001,2.3246376811594205,1.802247191011236,0
11.0,Richard Rodgers (FA),160.1,10.0,58.0,85.0,15.0%,113.0,2.0,510,8.8,292.0,5.0,218.0,3.8,77.0,1.3,5.0,8.0,18.0,5.0,1.0,1.0,14.0,98.0,5.938775510204081,0.9897959183673468,16.0,8.0,16.0,2015,TE,GB,00-0031384,R.Rodgers,97.0,250.0,85.0,85.0,1.0,11.099999999999994,2.7603448275862066,1.883529411764706,0
7.0,Mike Gesicki (CIN),159.3,10.6,53.0,85.0,15.5%,57.0,2.0,703,13.3,539.0,10.2,164.0,3.1,66.0,1.2,0.0,6.0,29.0,10.0,2.0,1.0,14.0,85.0,8.270588235294118,1.0,16.0,4.0,15.0,2020,TE,MIA,00-0034829,M.Gesicki,85.0,167.0,85.0,85.0,1.0,14.0,3.005660377358491,1.8741176470588237,0
12.0,Noah Fant (CIN),159.0,9.9,68.0,90.0,17.4%,71.0,2.0,670,9.9,361.0,5.3,309.0,4.5,53.0,0.8,1.0,4.0,25.0,7.0,2.0,0.0,12.0,91.0,7.362637362637362,0.989010989010989,17.0,4.0,16.0,2021,TE,DEN,00-0035644,N.Fant,90.0,319.0,90.0,90.0,1.0,0.0,2.338235294117647,1.7666666666666666,0
8.0,Kyle Rudolph (FA),158.2,9.9,57.0,81.0,15.5%,63.0,3.0,532,9.3,308.0,5.4,224.0,3.9,37.0,0.6,1.0,8.0,21.0,3.0,1.0,0.0,10.0,93.0,6.290322580645161,1.0,18.0,5.0,16.0,2017,TE,MIN,00-0027981,K.Rudolph,93.0,235.0,81.0,81.0,1.0,25.399999999999977,2.775438596491228,1.9530864197530864,0
11.0,Jason Witten (FA),152.3,9.5,69.0,95.0,19.8%,139.0,3.0,673,9.8,400.0,5.8,273.0,4.0,73.0,1.1,5.0,3.0,23.0,5.0,2.0,0.0,7.0,104.0,7.038461538461538,1.0,22.0,2.0,16.0,2016,TE,DAL,00-0022127,J.Witten,104.0,287.0,95.0,95.0,1.0,4.5,2.2072463768115944,1.6031578947368421,0
6.0,Tyler Higbee (LAR),152.0,9.5,72.0,108.0,20.9%,81.0,7.0,620,8.6,217.0,3.0,403.0,5.6,110.0,1.5,3.0,3.0,21.0,4.0,0.0,0.0,16.0,108.0,5.7407407407407405,1.0,16.0,2.0,16.0,2022,TE,LA,00-0033110,T.Higbee,108.0,404.0,108.0,108.0,1.0,10.800000000000011,2.111111111111111,1.4074074074074074,1
13.0,Pat Freiermuth (PIT),151.7,9.5,60.0,79.0,12.1%,62.0,2.0,497,8.3,250.0,4.2,247.0,4.1,117.0,2.0,8.0,7.0,21.0,2.0,0.0,0.0,20.0,85.0,6.141176470588236,0.9882352941176472,21.0,7.0,16.0,2021,TE,PIT,00-0036894,P.Freiermuth,84.0,268.0,79.0,79.0,1.0,-7.300000000000011,2.5283333333333333,1.9202531645569618,0
7.0,Kyle Rudolph (FA),151.4,9.5,64.0,82.0,13.9%,66.0,1.0,634,9.9,389.0,6.1,245.0,3.8,59.0,0.9,1.0,4.0,26.0,6.0,1.0,1.0,7.0,84.0,7.547619047619048,0.9761904761904762,17.0,7.0,16.0,2018,TE,MIN,00-0027981,K.Rudolph,82.0,249.0,82.0,82.0,1.0,20.80000000000001,2.365625,1.8463414634146342,0
10.0,Dalton Schultz (HOU),150.5,10.0,59.0,88.0,15.5%,62.0,3.0,635,10.8,376.0,6.4,259.0,4.4,100.0,1.7,8.0,5.0,26.0,7.0,1.0,0.0,13.0,98.0,7.295918367346939,0.9897959183673468,15.0,3.0,15.0,2023,TE,HOU,00-0034383,D.Schultz,97.0,263.0,88.0,88.0,1.0,7.0,2.5508474576271185,1.7102272727272727,0
11.0,Dalton Kincaid (BUF),150.3,9.4,73.0,91.0,16.7%,78.0,4.0,673,9.2,358.0,4.9,315.0,4.3,66.0,0.9,3.0,2.0,23.0,5.0,1.0,1.0,9.0,102.0,7.617647058823529,1.0,9.0,2.0,16.0,2023,TE,BUF,00-0038933,D.Kincaid,102.0,358.0,91.0,91.0,1.0,6.800000000000011,2.0589041095890415,1.6516483516483518,0
9.0,Hunter Henry (NE),150.2,12.5,55.0,76.0,13.2%,60.0,4.0,652,11.9,488.0,8.9,164.0,3.0,47.0,0.9,0.0,5.0,32.0,8.0,1.0,0.0,10.0,77.0,8.467532467532468,0.987012987012987,13.0,3.0,12.0,2019,TE,LAC,00-0033090,H.Henry,76.0,159.0,76.0,76.0,1.0,14.199999999999989,2.7309090909090905,1.976315789473684,0
9.0,Noah Fant (CIN),149.3,10.0,62.0,93.0,17.4%,67.0,5.0,673,10.9,296.0,4.8,377.0,6.1,123.0,2.0,4.0,3.0,27.0,8.0,3.0,0.0,10.0,94.0,7.159574468085107,0.9893617021276596,13.0,1.0,15.0,2020,TE,DEN,00-0035644,N.Fant,93.0,377.0,93.0,93.0,1.0,4.0,2.4080645161290324,1.6053763440860216,0
8.0,Rob Gronkowski (FA),149.3,9.3,45.0,77.0,12.7%,47.0,2.0,623,13.8,377.0,8.4,246.0,5.5,92.0,2.0,1.0,7.0,22.0,10.0,4.0,2.0,14.0,91.0,8.054945054945055,1.0,23.0,6.0,16.0,2020,TE,TB,00-0027656,R.Gronkowski,91.0,322.0,77.0,77.0,1.0,4.0,3.317777777777778,1.9389610389610392,0
10.0,Hayden Hurst (FA),149.1,9.3,56.0,88.0,14.5%,59.0,3.0,571,10.2,302.0,5.4,269.0,4.8,40.0,0.7,2.0,6.0,24.0,5.0,2.0,1.0,15.0,89.0,6.415730337078652,0.9887640449438202,16.0,4.0,16.0,2020,TE,ATL,00-0034830,H.Hurst,88.0,245.0,88.0,88.0,1.0,3.799999999999983,2.6625,1.6943181818181818,0
12.0,Antonio Gates (FA),149.0,13.5,56.0,85.0,12.9%,115.0,4.0,630,11.3,391.0,7.0,239.0,4.3,56.0,1.0,1.0,5.0,29.0,2.0,3.0,1.0,13.0,85.0,7.411764705882353,1.0,13.0,1.0,11.0,2015,TE,LAC,00-0021547,A.Gates,85.0,239.0,85.0,148.0,0.5743243243243243,0.0,2.6607142857142856,1.7529411764705882,0
11.0,David Njoku (CLE),148.5,13.5,64.0,97.0,15.3%,70.0,7.0,505,7.9,254.0,4.0,251.0,3.9,71.0,1.1,4.0,5.0,17.0,4.0,0.0,0.0,12.0,99.0,5.101010101010101,0.9797979797979798,16.0,7.0,11.0,2024,TE,CLE,00-0033885,D.Njoku,97.0,251.0,97.0,97.0,1.0,3.0999999999999943,2.3203125,1.5309278350515463,1
7.0,Pat Freiermuth (PIT),148.2,9.9,63.0,98.0,17.9%,68.0,5.0,732,11.6,441.0,7.0,291.0,4.6,126.0,2.0,6.0,2.0,31.0,9.0,2.0,1.0,10.0,98.0,7.469387755102041,1.0,13.0,1.0,15.0,2022,TE,PIT,00-0036894,P.Freiermuth,98.0,281.0,98.0,98.0,1.0,7.0,2.352380952380952,1.5122448979591836,1
12.0,Antonio Gates (FA),147.8,10.6,53.0,93.0,16.5%,111.0,5.0,548,10.3,360.0,6.8,188.0,3.5,70.0,1.3,3.0,7.0,25.0,5.0,0.0,0.0,11.0,94.0,5.829787234042553,0.9893617021276596,23.0,6.0,14.0,2016,TE,LAC,00-0021547,A.Gates,93.0,188.0,93.0,146.0,0.636986301369863,0.0,2.788679245283019,1.589247311827957,0
8.0,Cole Kmet (CHI),147.3,8.7,50.0,69.0,19.2%,52.0,2.0,544,10.9,193.0,3.9,351.0,7.0,64.0,1.3,3.0,7.0,23.0,6.0,1.0,1.0,10.0,70.0,7.771428571428571,0.9857142857142858,11.0,3.0,17.0,2022,TE,CHI,00-0036290,C.Kmet,69.0,286.0,69.0,69.0,1.0,6.100000000000023,2.946,2.1347826086956525,0
8.0,Trey Burton (FA),147.1,9.2,54.0,76.0,15.1%,57.0,3.0,569,10.5,379.0,7.0,190.0,3.5,32.0,0.6,1.0,6.0,21.0,7.0,2.0,1.0,7.0,77.0,7.389610389610389,0.987012987012987,16.0,4.0,16.0,2018,TE,CHI,00-0030710,T.Burton,76.0,190.0,76.0,76.0,1.0,16.5,2.724074074074074,1.9355263157894735,0
14.0,Tyler Higbee (LAR),147.0,9.8,61.0,85.0,14.1%,64.0,3.0,560,9.2,279.0,4.6,281.0,4.6,78.0,1.3,1.0,5.0,24.0,3.0,1.0,0.0,18.0,99.0,6.818181818181818,1.0,21.0,5.0,15.0,2021,TE,LA,00-0033110,T.Higbee,99.0,320.0,85.0,85.0,1.0,-12.0,2.4098360655737703,1.7294117647058824,0
9.0,Jason Witten (FA),147.0,9.2,63.0,87.0,17.9%,64.0,1.0,560,8.9,455.0,7.2,105.0,1.7,28.0,0.4,0.0,5.0,17.0,3.0,0.0,0.0,5.0,87.0,6.436781609195402,1.0,13.0,0.0,16.0,2017,TE,DAL,00-0022127,J.Witten,87.0,105.0,87.0,87.0,1.0,14.199999999999989,2.3333333333333335,1.6896551724137931,0
11.0,Dalton Schultz (HOU),146.5,9.2,63.0,89.0,14.4%,68.0,4.0,615,9.8,336.0,5.3,279.0,4.4,115.0,1.8,8.0,4.0,27.0,3.0,0.0,0.0,14.0,89.0,6.910112359550562,1.0,14.0,2.0,16.0,2020,TE,DAL,00-0034383,D.Schultz,89.0,279.0,89.0,89.0,1.0,1.1999999999999886,2.3253968253968256,1.646067415730337,0
9.0,Taysom Hill (NO),145.8,9.1,9.0,13.0,2.6%,9.0,0.0,77,8.6,40.0,4.4,37.0,4.1,9.0,1.0,0.0,2.0,3.0,1.0,1.0,0.0,3.0,186.0,9.564516129032258,0.9946236559139784,16.0,7.0,16.0,2022,TE,MIA,00-0033040,T.Hill,185.0,517.0,13.0,65.0,0.2,4.600000000000023,16.200000000000003,11.215384615384616,0
12.0,Hunter Henry (NE),145.4,9.1,66.0,97.0,19.4%,68.0,2.0,674,10.2,406.0,6.2,268.0,4.1,97.0,1.5,2.0,2.0,31.0,4.0,3.0,0.0,16.0,97.0,6.948453608247423,1.0,18.0,3.0,16.0,2024,TE,NE,00-0033090,H.Henry,97.0,268.0,97.0,156.0,0.6217948717948718,0.0,2.203030303030303,1.4989690721649485,1
13.0,Jack Doyle (FA),145.4,9.1,59.0,75.0,13.1%,117.0,3.0,584,9.9,338.0,5.7,246.0,4.2,70.0,1.2,3.0,5.0,27.0,5.0,0.0,0.0,5.0,75.0,7.786666666666667,1.0,13.0,2.0,16.0,2016,TE,IND,00-0030181,J.Doyle,75.0,246.0,75.0,127.0,0.5905511811023622,-2.4000000000000057,2.464406779661017,1.9386666666666668,0
12.0,Hunter Henry (NE),145.3,10.4,60.0,93.0,15.2%,64.0,2.0,613,10.2,369.0,6.2,244.0,4.1,96.0,1.6,3.0,4.0,29.0,5.0,1.0,0.0,14.0,93.0,6.591397849462366,1.0,14.0,5.0,14.0,2020,TE,LAC,00-0033090,H.Henry,93.0,226.0,93.0,93.0,1.0,0.0,2.421666666666667,1.5623655913978496,0
15.0,T.J. Hockenson (MIN),145.3,12.1,61.0,84.0,14.8%,62.0,1.0,583,9.6,384.0,6.3,199.0,3.3,56.0,0.9,4.0,4.0,24.0,8.0,1.0,0.0,9.0,86.0,6.77906976744186,0.9767441860465116,12.0,2.0,12.0,2021,TE,DET,00-0035229,T.Hockenson,84.0,199.0,84.0,84.0,1.0,-13.699999999999989,2.3819672131147542,1.7297619047619048,0
10.0,Dallas Goedert (PHI),144.7,9.6,58.0,87.0,14.4%,63.0,5.0,607,10.5,276.0,4.8,331.0,5.7,112.0,1.9,5.0,5.0,25.0,8.0,0.0,0.0,11.0,95.0,7.157894736842105,1.0,12.0,4.0,15.0,2019,TE,PHI,00-0034351,D.Goedert,95.0,351.0,87.0,222.0,0.3918918918918919,8.699999999999989,2.4948275862068963,1.6632183908045977,0
14.0,Eric Ebron (FA),144.2,11.1,61.0,85.0,14.7%,126.0,4.0,711,11.7,428.0,7.0,283.0,4.6,88.0,1.4,2.0,1.0,31.0,7.0,2.0,1.0,3.0,91.0,8.065934065934066,1.0,7.0,1.0,13.0,2016,TE,DET,00-0031387,E.Ebron,91.0,295.0,85.0,85.0,1.0,-3.6000000000000227,2.363934426229508,1.696470588235294,0
9.0,David Njoku (CLE),143.9,9.0,56.0,88.0,15.8%,62.0,6.0,639,11.4,333.0,5.9,306.0,5.5,174.0,3.1,6.0,4.0,23.0,9.0,2.0,2.0,6.0,88.0,7.261363636363637,1.0,8.0,3.0,16.0,2018,TE,CLE,00-0033885,D.Njoku,88.0,306.0,88.0,88.0,1.0,13.300000000000011,2.569642857142857,1.6352272727272728,0
13.0,Jimmy Graham (FA),143.6,9.0,50.0,76.0,12.8%,51.0,1.0,456,9.1,258.0,5.2,198.0,4.0,37.0,0.7,1.0,8.0,21.0,4.0,1.0,0.0,19.0,78.0,6.166666666666667,1.0,21.0,7.0,16.0,2020,TE,CHI,00-0027696,J.Graham,78.0,202.0,76.0,76.0,1.0,-1.700000000000017,2.872,1.8894736842105262,0
12.0,Taysom Hill (NO),143.5,9.0,33.0,40.0,6.9%,35.0,1.0,291,8.8,158.0,4.8,133.0,4.0,42.0,1.3,3.0,2.0,10.0,2.0,1.0,0.0,4.0,180.0,10.338888888888889,0.9944444444444444,27.0,10.0,16.0,2023,TE,MIA,00-0033040,T.Hill,179.0,683.0,40.0,40.0,1.0,0.0,4.348484848484849,3.5875,0
10.0,Cameron Brate (FA),143.1,8.9,48.0,77.0,12.9%,51.0,3.0,591,12.3,448.0,9.3,143.0,3.0,28.0,0.6,0.0,6.0,33.0,4.0,1.0,0.0,7.0,77.0,7.675324675324675,1.0,13.0,1.0,16.0,2017,TE,TB,00-0031273,C.Brate,77.0,143.0,77.0,116.0,0.6637931034482759,10.299999999999985,2.9812499999999997,1.8584415584415583,0
10.0,Dalton Schultz (HOU),142.7,9.5,57.0,89.0,16.3%,63.0,6.0,577,10.1,373.0,6.5,204.0,3.6,58.0,1.0,5.0,5.0,24.0,5.0,1.0,0.0,16.0,107.0,6.5327102803738315,1.0,20.0,3.0,15.0,2022,TE,DAL,00-0034383,D.Schultz,107.0,222.0,89.0,89.0,1.0,1.5,2.5035087719298246,1.6033707865168538,0
11.0,David Njoku (CLE),142.0,10.1,58.0,80.0,15.8%,61.0,3.0,628,10.8,290.0,5.0,338.0,5.8,82.0,1.4,3.0,4.0,26.0,8.0,2.0,0.0,20.0,80.0,7.85,1.0,20.0,4.0,14.0,2022,TE,CLE,00-0033885,D.Njoku,80.0,332.0,80.0,80.0,1.0,0.8000000000000114,2.4482758620689653,1.775,0
14.0,Eric Ebron (FA),141.8,9.5,56.0,91.0,14.0%,63.0,7.0,558,10.0,366.0,6.5,192.0,3.4,59.0,1.1,0.0,5.0,24.0,6.0,0.0,0.0,16.0,103.0,6.019417475728155,0.9902912621359224,23.0,6.0,15.0,2020,TE,PIT,00-0031387,E.Ebron,102.0,228.0,91.0,91.0,1.0,-3.5,2.5321428571428575,1.5582417582417583,0
13.0,Mike Gesicki (CIN),141.5,8.3,65.0,83.0,13.2%,71.0,5.0,665,10.2,420.0,6.5,245.0,3.8,55.0,0.8,0.0,2.0,29.0,5.0,2.0,1.0,10.0,83.0,8.012048192771084,1.0,10.0,3.0,17.0,2024,TE,CIN,00-0034829,M.Gesicki,83.0,245.0,83.0,83.0,1.0,-3.9000000000000057,2.1769230769230767,1.7048192771084338,0
12.0,Dallas Goedert (PHI),141.2,11.8,55.0,69.0,13.7%,56.0,1.0,702,12.8,282.0,5.1,420.0,7.6,72.0,1.3,2.0,3.0,34.0,11.0,1.0,0.0,8.0,87.0,9.689655172413794,1.0,14.0,2.0,12.0,2022,TE,PHI,00-0034351,D.Goedert,87.0,473.0,69.0,69.0,1.0,0.0,2.567272727272727,2.046376811594203,0
15.0,Evan Engram (DEN),141.0,8.8,63.0,109.0,21.8%,76.0,11.0,654,10.4,367.0,5.8,287.0,4.6,95.0,1.5,4.0,1.0,26.0,6.0,3.0,2.0,13.0,109.0,6.0,1.0,16.0,2.0,16.0,2020,TE,NYG,00-0033881,E.Engram,109.0,287.0,109.0,109.0,1.0,-4.300000000000011,2.238095238095238,1.2935779816513762,1
14.0,Cade Otton (TB),140.6,10.0,59.0,87.0,15.5%,67.0,8.0,600,10.2,289.0,4.9,311.0,5.3,145.0,2.5,6.0,4.0,22.0,7.0,2.0,1.0,14.0,89.0,7.101123595505618,1.0,16.0,6.0,14.0,2024,TE,TB,00-0038129,C.Otton,89.0,330.0,87.0,87.0,1.0,-4.800000000000011,2.383050847457627,1.6160919540229883,0
16.0,Jonnu Smith (PIT),140.2,9.3,41.0,65.0,13.9%,45.0,3.0,448,10.9,210.0,5.1,238.0,5.8,58.0,1.4,2.0,8.0,17.0,4.0,2.0,1.0,17.0,69.0,6.6231884057971016,0.9855072463768116,20.0,9.0,15.0,2020,TE,TEN,00-0033858,J.Smith,68.0,240.0,65.0,65.0,1.0,-5.100000000000023,3.419512195121951,2.1569230769230767,0
11.0,Jason Witten (FA),139.9,8.7,63.0,83.0,14.4%,70.0,6.0,529,8.4,367.0,5.8,162.0,2.6,46.0,0.7,0.0,4.0,15.0,2.0,1.0,0.0,10.0,85.0,6.223529411764706,0.976470588235294,12.0,6.0,16.0,2019,TE,DAL,00-0022127,J.Witten,83.0,162.0,83.0,83.0,1.0,3.9000000000000057,2.2206349206349207,1.685542168674699,0
13.0,Gerald Everett (FA),139.5,9.3,58.0,87.0,12.7%,68.0,9.0,555,9.6,229.0,3.9,326.0,5.6,100.0,1.7,5.0,4.0,26.0,4.0,0.0,0.0,15.0,96.0,6.916666666666667,0.9895833333333334,19.0,6.0,15.0,2022,TE,LAC,00-0033895,G.Everett,95.0,401.0,87.0,87.0,1.0,-1.6999999999999886,2.4051724137931036,1.603448275862069,0
16.0,Tyler Conklin (LAC),138.3,8.1,61.0,87.0,15.1%,64.0,3.0,593,9.7,266.0,4.4,327.0,5.4,63.0,1.0,0.0,3.0,23.0,4.0,2.0,1.0,16.0,87.0,6.816091954022989,1.0,16.0,3.0,17.0,2021,TE,MIN,00-0034270,T.Conklin,87.0,326.0,87.0,87.0,1.0,-20.69999999999999,2.2672131147540986,1.5896551724137933,0
15.0,Coby Fleener (FA),137.3,8.6,50.0,81.0,12.2%,105.0,4.0,631,12.6,419.0,8.4,212.0,4.2,51.0,1.0,1.0,3.0,20.0,6.0,6.0,1.0,12.0,82.0,7.695121951219512,0.9878048780487804,20.0,6.0,16.0,2016,TE,NO,00-0029697,C.Fleener,81.0,212.0,81.0,81.0,1.0,-10.5,2.7460000000000004,1.695061728395062,0
13.0,Kyle Pitts Sr. (ATL),137.3,8.1,53.0,90.0,17.7%,57.0,4.0,667,12.6,533.0,10.1,134.0,2.5,30.0,0.6,0.0,3.0,32.0,7.0,3.0,0.0,5.0,,,,,,17.0,2023,TE,,,,,,90.0,,,-6.199999999999989,2.5905660377358495,1.5255555555555558,0
11.0,Benjamin Watson (FA),137.2,8.6,61.0,79.0,14.1%,65.0,4.0,522,8.6,259.0,4.2,263.0,4.3,74.0,1.2,0.0,4.0,22.0,3.0,2.0,0.0,5.0,80.0,6.525,0.9875,14.0,4.0,16.0,2017,TE,BAL,00-0022943,B.Watson,79.0,263.0,79.0,79.0,1.0,4.399999999999977,2.2491803278688525,1.7367088607594936,0
14.0,Dallas Goedert (PHI),136.3,9.7,59.0,83.0,15.8%,61.0,2.0,592,10.0,273.0,4.6,319.0,5.4,101.0,1.7,2.0,3.0,24.0,6.0,1.0,1.0,10.0,89.0,6.887640449438202,1.0,12.0,2.0,14.0,2023,TE,PHI,00-0034351,D.Goedert,89.0,326.0,83.0,83.0,1.0,-7.199999999999989,2.310169491525424,1.6421686746987953,0
16.0,Charles Clay (FA),136.2,9.1,57.0,87.0,19.0%,119.0,7.0,552,9.7,360.0,6.3,192.0,3.4,90.0,1.6,2.0,4.0,21.0,2.0,2.0,1.0,8.0,87.0,6.344827586206897,1.0,14.0,1.0,15.0,2016,TE,BUF,00-0028112,C.Clay,87.0,192.0,87.0,87.0,1.0,-11.600000000000025,2.389473684210526,1.5655172413793101,0
12.0,Mike Gesicki (CIN),136.0,8.5,51.0,89.0,14.7%,53.0,0.0,570,11.2,408.0,8.0,162.0,3.2,45.0,0.9,0.0,5.0,27.0,7.0,3.0,0.0,11.0,89.0,6.404494382022472,1.0,11.0,1.0,16.0,2019,TE,MIA,00-0034829,M.Gesicki,89.0,175.0,89.0,89.0,1.0,0.0,2.6666666666666665,1.5280898876404494,0
14.0,Dawson Knox (BUF),135.7,9.0,48.0,65.0,11.7%,53.0,4.0,517,10.8,324.0,6.8,193.0,4.0,61.0,1.3,3.0,6.0,21.0,8.0,1.0,1.0,9.0,77.0,7.818181818181818,1.0,14.0,3.0,15.0,2022,TE,BUF,00-0035689,D.Knox,77.0,216.0,65.0,65.0,1.0,-5.5,2.827083333333333,2.0876923076923077,0
